init_node	term_node	capacity	length	free_flow_time	b	power	speed	toll	link_type
15	171	1	0.68000005086263	0.68000005086263	0.0	0.0	0	0	1
15	189	1	0.24000000953674	0.24000000953674	0.0	0.0	0	0	1
16	195	1	1.8800000508626	1.8800000508626	0.0	0.0	0	0	1
16	224	1	1.3200000762939	1.3200000762939	0.0	0.0	0	0	1
17	173	1	2.4400001525879	2.4400001525879	0.0	0.0	0	0	1
17	187	1	2.4400001525879	2.4400001525879	0.0	0.0	0	0	1
18	174	1	1.6800000508626	1.6800000508626	0.0	0.0	0	0	1
18	186	1	2.4400001525879	2.4400001525879	0.0	0.0	0	0	1
19	190	1	1.8800000508626	1.8800000508626	0.0	0.0	0	0	1
19	220	1	1.2800000508626	1.2800000508626	0.0	0.0	0	0	1
20	177	1	2.1600001017253	2.1600001017253	0.0	0.0	0	0	1
20	183	1	2.5200002034505	2.5200002034505	0.0	0.0	0	0	1
21	182	1	0.76000003814697	0.76000003814697	0.0	0.0	0	0	1
21	213	1	3.7600001017253	3.7600001017253	0.0	0.0	0	0	1
22	262	1	0.68000005086263	0.68000005086263	0.0	0.0	0	0	1
23	278	1	0.56000003814697	0.56000003814697	0.0	0.0	0	0	1
24	266	1	1.1200000762939	1.1200000762939	0.0	0.0	0	0	1
24	277	1	1.1200000762939	1.1200000762939	0.0	0.0	0	0	1
25	212	1	0.8	0.8	0.0	0.0	0	0	1
25	354	1	2.6400001525879	2.6400001525879	0.0	0.0	0	0	1
26	260	1	0.52000001271566	0.52000001271566	0.0	0.0	0	0	1
27	285	1	1.1200000762939	1.1200000762939	0.0	0.0	0	0	1
28	225	1	1.4800000508626	1.4800000508626	0.0	0.0	0	0	1
28	238	1	1.8800000508626	1.8800000508626	0.0	0.0	0	0	1
29	230	1	0.52000001271566	0.52000001271566	0.0	0.0	0	0	1
30	240	1	1.0400000254313	1.0400000254313	0.0	0.0	0	0	1
30	245	1	3.9200002034505	3.9200002034505	0.0	0.0	0	0	1
31	237	1	3.8000002543132	3.8000002543132	0.0	0.0	0	0	1
31	239	1	1.6400000254313	1.6400000254313	0.0	0.0	0	0	1
32	243	1	0.52000001271566	0.52000001271566	0.0	0.0	0	0	1
33	273	1	1.1200000762939	1.1200000762939	0.0	0.0	0	0	1
33	274	1	1.1200000762939	1.1200000762939	0.0	0.0	0	0	1
33	294	1	0.96000003814697	0.96000003814697	0.0	0.0	0	0	1
33	295	1	1.2	1.2	0.0	0.0	0	0	1
34	272	1	0.84000002543132	0.84000002543132	0.0	0.0	0	0	1
35	293	1	0.56000003814697	0.56000003814697	0.0	0.0	0	0	1
36	300	1	0.6	0.6	0.0	0.0	0	0	1
37	305	1	0.84000002543132	0.84000002543132	0.0	0.0	0	0	1
38	289	1	2.5600001017253	2.5600001017253	0.0	0.0	0	0	1
38	336	1	2.9600001017253	2.9600001017253	0.0	0.0	0	0	1
38	340	1	2.5600001017253	2.5600001017253	0.0	0.0	0	0	1
38	341	1	2.9600001017253	2.9600001017253	0.0	0.0	0	0	1
39	327	1	0.56000003814697	0.56000003814697	0.0	0.0	0	0	1
40	329	1	0.6	0.6	0.0	0.0	0	0	1
41	311	1	0.48000001907349	0.48000001907349	0.0	0.0	0	0	1
42	312	1	1.5200000762939	1.5200000762939	0.0	0.0	0	0	1
42	313	1	1.3200000762939	1.3200000762939	0.0	0.0	0	0	1
43	332	1	0.92000001271566	0.92000001271566	0.0	0.0	0	0	1
44	319	1	1.7600001017253	1.7600001017253	0.0	0.0	0	0	1
45	339	1	1.6800000508626	1.6800000508626	0.0	0.0	0	0	1
46	321	1	0.76000003814697	0.76000003814697	0.0	0.0	0	0	1
46	334	1	0.76000003814697	0.76000003814697	0.0	0.0	0	0	1
47	360	1	0.4	0.4	0.0	0.0	0	0	1
47	361	1	0.4	0.4	0.0	0.0	0	0	1
47	362	1	1.2	1.2	0.0	0.0	0	0	1
48	376	1	0.72000001271566	0.72000001271566	0.0	0.0	0	0	1
49	447	1	0.44000002543132	0.44000002543132	0.0	0.0	0	0	1
50	378	1	1.5200000762939	1.5200000762939	0.0	0.0	0	0	1
51	377	1	1.4800000508626	1.4800000508626	0.0	0.0	0	0	1
51	382	1	1.0000000635783	1.0000000635783	0.0	0.0	0	0	1
52	383	1	1.0800000508626	1.0800000508626	0.0	0.0	0	0	1
52	443	1	0.92000001271566	0.92000001271566	0.0	0.0	0	0	1
52	444	1	1.4	1.4	0.0	0.0	0	0	1
52	446	1	1.3600001017253	1.3600001017253	0.0	0.0	0	0	1
53	405	1	0.84000002543132	0.84000002543132	0.0	0.0	0	0	1
54	394	1	1.3600001017253	1.3600001017253	0.0	0.0	0	0	1
54	400	1	0.84000002543132	0.84000002543132	0.0	0.0	0	0	1
54	404	1	0.96000003814697	0.96000003814697	0.0	0.0	0	0	1
55	395	1	1.3200000762939	1.3200000762939	0.0	0.0	0	0	1
55	434	1	3.8000002543132	3.8000002543132	0.0	0.0	0	0	1
55	1035	1	1.1600001017253	1.1600001017253	0.0	0.0	0	0	1
56	393	1	1.6800000508626	1.6800000508626	0.0	0.0	0	0	1
56	435	1	3.4000002543132	3.4000002543132	0.0	0.0	0	0	1
57	406	1	0.88000005086263	0.88000005086263	0.0	0.0	0	0	1
58	407	1	0.76000003814697	0.76000003814697	0.0	0.0	0	0	1
58	432	1	5.2800003051758	5.2800003051758	0.0	0.0	0	0	1
58	1035	1	1.8800000508626	1.8800000508626	0.0	0.0	0	0	1
59	412	1	0.76000003814697	0.76000003814697	0.0	0.0	0	0	1
59	413	1	0.92000001271566	0.92000001271566	0.0	0.0	0	0	1
60	481	1	0.76000003814697	0.76000003814697	0.0	0.0	0	0	1
61	477	1	1.1200000762939	1.1200000762939	0.0	0.0	0	0	1
62	420	1	2.2800000508626	2.2800000508626	0.0	0.0	0	0	1
62	421	1	2.2800000508626	2.2800000508626	0.0	0.0	0	0	1
63	411	1	0.44000002543132	0.44000002543132	0.0	0.0	0	0	1
63	418	1	2.2800000508626	2.2800000508626	0.0	0.0	0	0	1
63	429	1	2.2800000508626	2.2800000508626	0.0	0.0	0	0	1
64	418	1	0.76000003814697	0.76000003814697	0.0	0.0	0	0	1
64	419	1	0.76000003814697	0.76000003814697	0.0	0.0	0	0	1
65	426	1	1.0000000635783	1.0000000635783	0.0	0.0	0	0	1
66	453	1	0.92000001271566	0.92000001271566	0.0	0.0	0	0	1
66	454	1	0.76000003814697	0.76000003814697	0.0	0.0	0	0	1
66	1034	1	1.4400000254313	1.4400000254313	0.0	0.0	0	0	1
67	441	1	1.0000000635783	1.0000000635783	0.0	0.0	0	0	1
68	465	1	0.48000001907349	0.48000001907349	0.0	0.0	0	0	1
69	456	1	0.84000002543132	0.84000002543132	0.0	0.0	0	0	1
70	468	1	0.6	0.6	0.0	0.0	0	0	1
70	473	1	0.84000002543132	0.84000002543132	0.0	0.0	0	0	1
71	467	1	1.0000000635783	1.0000000635783	0.0	0.0	0	0	1
71	472	1	1.9600001017253	1.9600001017253	0.0	0.0	0	0	1
72	462	1	0.44000002543132	0.44000002543132	0.0	0.0	0	0	1
73	457	1	1.2	1.2	0.0	0.0	0	0	1
73	464	1	1.8800000508626	1.8800000508626	0.0	0.0	0	0	1
74	483	1	1.0800000508626	1.0800000508626	0.0	0.0	0	0	1
74	500	1	1.8000001271566	1.8000001271566	0.0	0.0	0	0	1
74	501	1	1.6400000254313	1.6400000254313	0.0	0.0	0	0	1
75	503	1	1.5200000762939	1.5200000762939	0.0	0.0	0	0	1
76	485	1	2.7200002034505	2.7200002034505	0.0	0.0	0	0	1
76	498	1	1.7200000762939	1.7200000762939	0.0	0.0	0	0	1
77	493	1	1.4400000254313	1.4400000254313	0.0	0.0	0	0	1
77	507	1	1.3600001017253	1.3600001017253	0.0	0.0	0	0	1
78	504	1	1.5200000762939	1.5200000762939	0.0	0.0	0	0	1
79	492	1	1.8800000508626	1.8800000508626	0.0	0.0	0	0	1
80	620	1	0.44000002543132	0.44000002543132	0.0	0.0	0	0	1
80	621	1	0.44000002543132	0.44000002543132	0.0	0.0	0	0	1
80	652	1	0.64000002543132	0.64000002543132	0.0	0.0	0	0	1
81	628	1	1.3600001017253	1.3600001017253	0.0	0.0	0	0	1
81	629	1	1.3600001017253	1.3600001017253	0.0	0.0	0	0	1
81	657	1	1.4	1.4	0.0	0.0	0	0	1
82	653	1	0.48000001907349	0.48000001907349	0.0	0.0	0	0	1
82	658	1	0.92000001271566	0.92000001271566	0.0	0.0	0	0	1
83	703	1	0.44000002543132	0.44000002543132	0.0	0.0	0	0	1
84	700	1	0.88000005086263	0.88000005086263	0.0	0.0	0	0	1
84	701	1	0.88000005086263	0.88000005086263	0.0	0.0	0	0	1
84	720	1	1.5200000762939	1.5200000762939	0.0	0.0	0	0	1
84	722	1	1.5200000762939	1.5200000762939	0.0	0.0	0	0	1
85	721	1	0.4	0.4	0.0	0.0	0	0	1
85	732	1	0.68000005086263	0.68000005086263	0.0	0.0	0	0	1
86	770	1	0.68000005086263	0.68000005086263	0.0	0.0	0	0	1
87	771	1	0.96000003814697	0.96000003814697	0.0	0.0	0	0	1
88	777	1	1.0400000254313	1.0400000254313	0.0	0.0	0	0	1
88	778	1	1.3600001017253	1.3600001017253	0.0	0.0	0	0	1
89	797	1	0.76000003814697	0.76000003814697	0.0	0.0	0	0	1
90	786	1	1.7600001017253	1.7600001017253	0.0	0.0	0	0	1
90	788	1	1.4400000254313	1.4400000254313	0.0	0.0	0	0	1
90	789	1	1.4400000254313	1.4400000254313	0.0	0.0	0	0	1
90	793	1	1.7600001017253	1.7600001017253	0.0	0.0	0	0	1
91	798	1	1.8800000508626	1.8800000508626	0.0	0.0	0	0	1
91	799	1	1.7200000762939	1.7200000762939	0.0	0.0	0	0	1
92	812	1	1.3200000762939	1.3200000762939	0.0	0.0	0	0	1
92	814	1	2.5600001017253	2.5600001017253	0.0	0.0	0	0	1
93	804	1	4.5200002034505	4.5200002034505	0.0	0.0	0	0	1
93	817	1	3.0	3.0	0.0	0.0	0	0	1
94	813	1	2.4400001525879	2.4400001525879	0.0	0.0	0	0	1
95	818	1	3.4000002543132	3.4000002543132	0.0	0.0	0	0	1
95	819	1	2.0400000254313	2.0400000254313	0.0	0.0	0	0	1
96	558	1	0.36000000635783	0.36000000635783	0.0	0.0	0	0	1
97	648	1	1.2	1.2	0.0	0.0	0	0	1
97	659	1	1.0400000254313	1.0400000254313	0.0	0.0	0	0	1
97	694	1	1.3200000762939	1.3200000762939	0.0	0.0	0	0	1
97	695	1	1.3200000762939	1.3200000762939	0.0	0.0	0	0	1
98	601	1	0.92000001271566	0.92000001271566	0.0	0.0	0	0	1
98	647	1	0.68000005086263	0.68000005086263	0.0	0.0	0	0	1
98	650	1	1.4	1.4	0.0	0.0	0	0	1
99	600	1	0.48000001907349	0.48000001907349	0.0	0.0	0	0	1
99	644	1	0.88000005086263	0.88000005086263	0.0	0.0	0	0	1
100	694	1	1.6	1.6	0.0	0.0	0	0	1
100	695	1	1.6	1.6	0.0	0.0	0	0	1
100	718	1	1.7600001017253	1.7600001017253	0.0	0.0	0	0	1
100	728	1	1.6	1.6	0.0	0.0	0	0	1
101	688	1	0.96000003814697	0.96000003814697	0.0	0.0	0	0	1
101	689	1	0.96000003814697	0.96000003814697	0.0	0.0	0	0	1
102	677	1	2.4800000508626	2.4800000508626	0.0	0.0	0	0	1
102	687	1	0.72000001271566	0.72000001271566	0.0	0.0	0	0	1
103	751	1	0.92000001271566	0.92000001271566	0.0	0.0	0	0	1
103	752	1	0.68000005086263	0.68000005086263	0.0	0.0	0	0	1
104	708	1	1.9600001017253	1.9600001017253	0.0	0.0	0	0	1
104	836	1	1.0800000508626	1.0800000508626	0.0	0.0	0	0	1
105	755	1	1.1200000762939	1.1200000762939	0.0	0.0	0	0	1
106	705	1	1.1200000762939	1.1200000762939	0.0	0.0	0	0	1
106	742	1	1.1200000762939	1.1200000762939	0.0	0.0	0	0	1
107	546	1	1.0800000508626	1.0800000508626	0.0	0.0	0	0	1
107	548	1	0.96000003814697	0.96000003814697	0.0	0.0	0	0	1
108	532	1	0.68000005086263	0.68000005086263	0.0	0.0	0	0	1
108	533	1	0.84000002543132	0.84000002543132	0.0	0.0	0	0	1
109	637	1	1.1200000762939	1.1200000762939	0.0	0.0	0	0	1
109	639	1	1.0400000254313	1.0400000254313	0.0	0.0	0	0	1
110	631	1	1.2400000254313	1.2400000254313	0.0	0.0	0	0	1
110	633	1	1.0400000254313	1.0400000254313	0.0	0.0	0	0	1
110	634	1	1.4	1.4	0.0	0.0	0	0	1
110	670	1	1.6800000508626	1.6800000508626	0.0	0.0	0	0	1
111	540	1	0.96000003814697	0.96000003814697	0.0	0.0	0	0	1
111	541	1	1.0400000254313	1.0400000254313	0.0	0.0	0	0	1
111	543	1	1.5200000762939	1.5200000762939	0.0	0.0	0	0	1
111	578	1	0.72000001271566	0.72000001271566	0.0	0.0	0	0	1
111	579	1	0.72000001271566	0.72000001271566	0.0	0.0	0	0	1
112	524	1	0.72000001271566	0.72000001271566	0.0	0.0	0	0	1
112	541	1	1.4	1.4	0.0	0.0	0	0	1
113	684	1	0.96000003814697	0.96000003814697	0.0	0.0	0	0	1
113	706	1	0.96000003814697	0.96000003814697	0.0	0.0	0	0	1
114	670	1	0.52000001271566	0.52000001271566	0.0	0.0	0	0	1
114	682	1	1.8800000508626	1.8800000508626	0.0	0.0	0	0	1
114	686	1	1.8800000508626	1.8800000508626	0.0	0.0	0	0	1
115	633	1	1.8400000254313	1.8400000254313	0.0	0.0	0	0	1
115	667	1	1.6400000254313	1.6400000254313	0.0	0.0	0	0	1
116	570	1	0.52000001271566	0.52000001271566	0.0	0.0	0	0	1
116	571	1	0.52000001271566	0.52000001271566	0.0	0.0	0	0	1
117	522	1	0.8	0.8	0.0	0.0	0	0	1
117	538	1	1.1600001017253	1.1600001017253	0.0	0.0	0	0	1
118	567	1	0.92000001271566	0.92000001271566	0.0	0.0	0	0	1
118	665	1	1.8800000508626	1.8800000508626	0.0	0.0	0	0	1
119	520	1	0.92000001271566	0.92000001271566	0.0	0.0	0	0	1
120	667	1	1.1200000762939	1.1200000762939	0.0	0.0	0	0	1
120	683	1	1.1200000762939	1.1200000762939	0.0	0.0	0	0	1
121	519	1	0.76000003814697	0.76000003814697	0.0	0.0	0	0	1
122	516	1	0.76000003814697	0.76000003814697	0.0	0.0	0	0	1
123	662	1	0.76000003814697	0.76000003814697	0.0	0.0	0	0	1
124	511	1	1.1200000762939	1.1200000762939	0.0	0.0	0	0	1
125	803	1	1.0800000508626	1.0800000508626	0.0	0.0	0	0	1
126	740	1	1.1200000762939	1.1200000762939	0.0	0.0	0	0	1
127	338	1	5.2800003051758	5.2800003051758	0.0	0.0	0	0	1
128	824	1	2.8400001525879	2.8400001525879	0.0	0.0	0	0	1
128	831	1	2.8400001525879	2.8400001525879	0.0	0.0	0	0	1
129	825	1	3.4000002543132	3.4000002543132	0.0	0.0	0	0	1
129	830	1	3.4000002543132	3.4000002543132	0.0	0.0	0	0	1
130	826	1	3.8000002543132	3.8000002543132	0.0	0.0	0	0	1
130	829	1	3.8000002543132	3.8000002543132	0.0	0.0	0	0	1
131	779	1	1.1200000762939	1.1200000762939	0.0	0.0	0	0	1
132	1032	1	2.0000001271566	2.0000001271566	0.0	0.0	0	0	1
133	1033	1	2.0000001271566	2.0000001271566	0.0	0.0	0	0	1
134	241	1	2.0000001271566	2.0000001271566	0.0	0.0	0	0	1
135	353	1	2.0000001271566	2.0000001271566	0.0	0.0	0	0	1
136	335	1	2.0000001271566	2.0000001271566	0.0	0.0	0	0	1
136	348	1	2.0000001271566	2.0000001271566	0.0	0.0	0	0	1
137	324	1	2.0000001271566	2.0000001271566	0.0	0.0	0	0	1
138	1030	1	2.0000001271566	2.0000001271566	0.0	0.0	0	0	1
139	469	1	2.0000001271566	2.0000001271566	0.0	0.0	0	0	1
140	488	1	2.0000001271566	2.0000001271566	0.0	0.0	0	0	1
141	827	1	2.0000001271566	2.0000001271566	0.0	0.0	0	0	1
141	828	1	2.0000001271566	2.0000001271566	0.0	0.0	0	0	1
142	801	1	2.0000001271566	2.0000001271566	0.0	0.0	0	0	1
143	800	1	2.0000001271566	2.0000001271566	0.0	0.0	0	0	1
144	737	1	2.0000001271566	2.0000001271566	0.0	0.0	0	0	1
145	660	1	2.0000001271566	2.0000001271566	0.0	0.0	0	0	1
146	1031	1	2.0000001271566	2.0000001271566	0.0	0.0	0	0	1
147	872	1	1.560000038147	1.560000038147	0.0	0.0	0	0	1
147	1048	1	0.78000001907349	0.78000001907349	0.0	0.0	0	0	1
160	162	1	0.39093484959589	0.39093484959589	2.70989826368587e-20	5.5226	0	0	1
160	203	1	0.73043483236562	0.73043483236562	5.15839525033054e-14	4.4683	0	0	1
161	204	1	1.5652173913043	1.5652173913043	1.30271347127748e-10	3.5038	0	0	1
161	536	1	0.37393769866684	0.37393769866684	2.7098982636859798e-20	5.5226	0	0	1
162	161	1	0.42492920548652	0.42492920548652	2.8871636380270402e-21	5.5226	0	0	1
162	163	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
162	164	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
163	162	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
163	164	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
163	527	1	1.8	1.8	7.10951040244389e-17	5.1644	0	0	1
164	162	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
164	163	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
164	165	1	0.24074074662762	0.24074074662762	5.5072996474336305e-17	4.9432	0	0	1
165	164	1	0.24074074662762	0.24074074662762	7.4213753080544e-18	4.9432	0	0	1
165	166	1	0.24074074662762	0.24074074662762	5.5072996474336305e-17	4.9432	0	0	1
165	201	1	1.513043610946	1.513043610946	1.14841803828417e-11	3.5038	0	0	1
166	11	1	1.5600001017253	1.5600001017253	0.0	0.0	0	0	1
166	165	1	0.24074074662762	0.24074074662762	7.4213753080544e-18	4.9432	0	0	1
166	167	1	0.44444446210508	0.44444446210508	5.507299647433551e-17	4.9432	0	0	1
167	12	1	1.8800000508626	1.8800000508626	0.0	0.0	0	0	1
167	166	1	0.44444446210508	0.44444446210508	7.42137530805426e-18	4.9432	0	0	1
167	168	1	0.48148149325524	0.48148149325524	5.5072996474336305e-17	4.9432	0	0	1
168	167	1	0.48148149325524	0.48148149325524	7.4213753080544e-18	4.9432	0	0	1
168	169	1	1.0555555791031	1.0555555791031	5.50729964743344e-17	4.9432	0	0	1
168	198	1	1.6434783935547	1.6434783935547	5.15839525033046e-14	4.4683	0	0	1
169	14	1	2.2800000508626	2.2800000508626	0.0	0.0	0	0	1
169	168	1	1.0555555791031	1.0555555791031	7.42137530805411e-18	4.9432	0	0	1
169	170	1	0.27777777777778	0.27777777777778	5.5072996474334006e-17	4.9432	0	0	1
170	13	1	0.84000002543132	0.84000002543132	0.0	0.0	0	0	1
170	169	1	0.27777777777778	0.27777777777778	7.42137530805426e-18	4.9432	0	0	1
170	171	1	0.72222226931725	0.72222226931725	5.5072996474336206e-17	4.9432	0	0	1
171	15	1	0.68000005086263	0.68000005086263	0.0	0.0	0	0	1
171	170	1	0.72222226931725	0.72222226931725	7.42137530805433e-18	4.9432	0	0	1
171	172	1	0.37037037037037	0.37037037037037	5.5072996474336206e-17	4.9432	0	0	1
172	171	1	0.37037037037037	0.37037037037037	7.42137530805433e-18	4.9432	0	0	1
172	173	1	0.62962967672466	0.62962967672466	5.50729964743352e-17	4.9432	0	0	1
172	189	1	1.6695652837339	1.6695652837339	5.1583952503304095e-14	4.4683	0	0	1
173	17	1	2.4400001525879	2.4400001525879	0.0	0.0	0	0	1
173	172	1	0.62962967672466	0.62962967672466	7.421375308054301e-18	4.9432	0	0	1
173	174	1	0.35185186951249	0.35185186951249	5.5072996474336305e-17	4.9432	0	0	1
174	18	1	1.6800000508626	1.6800000508626	0.0	0.0	0	0	1
174	173	1	0.35185186951249	0.35185186951249	5.5072996474336305e-17	4.9432	0	0	1
174	175	1	0.61111114643238	0.61111114643238	5.5072996474336206e-17	4.9432	0	0	1
175	174	1	0.61111114643238	0.61111114643238	5.5072996474336206e-17	4.9432	0	0	1
175	176	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
176	175	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
176	177	1	1.518518542066	1.518518542066	5.5072996474336896e-17	4.9432	0	0	1
177	20	1	2.1600001017253	2.1600001017253	0.0	0.0	0	0	1
177	176	1	1.518518542066	1.518518542066	5.5072996474336896e-17	4.9432	0	0	1
177	178	1	1.7037037272512	1.7037037272512	5.5072996474336305e-17	4.9432	0	0	1
178	177	1	1.7037037272512	1.7037037272512	1.6942994945459702e-15	4.9432	0	0	1
178	179	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
178	180	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
178	181	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
179	178	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
179	180	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
179	181	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
179	215	1	2.7681160894569	2.7681160894569	5.577897727634089e-24	6.5856	0	0	1
180	178	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
180	179	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
180	181	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
180	182	1	1.1111111111111	1.1111111111111	1.6942994945459301e-15	4.9432	0	0	1
181	178	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
181	179	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
181	180	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
181	514	1	0.79710144927536	0.79710144927536	5.5778977276339995e-24	6.5856	0	0	1
182	21	1	0.76000003814697	0.76000003814697	0.0	0.0	0	0	1
182	180	1	1.1111111111111	1.1111111111111	1.6942994945459301e-15	4.9432	0	0	1
182	1032	1	0.32727272727273	0.32727272727273	2.29655563468315e-17	5.3443	0	0	1
183	20	1	2.5200002034505	2.5200002034505	0.0	0.0	0	0	1
183	184	1	0.96521742447563	0.96521742447563	1.3027134712774198e-10	3.5038	0	0	1
184	183	1	0.96521742447563	0.96521742447563	1.3027134712774198e-10	3.5038	0	0	1
184	185	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
185	184	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
185	186	1	1.0434782608696	1.0434782608696	1.3027134712773598e-10	3.5038	0	0	1
186	18	1	2.4400001525879	2.4400001525879	0.0	0.0	0	0	1
186	185	1	1.0434782608696	1.0434782608696	1.3027134712773598e-10	3.5038	0	0	1
186	187	1	0.756521805473	0.756521805473	1.30271347127744e-10	3.5038	0	0	1
187	17	1	2.4400001525879	2.4400001525879	0.0	0.0	0	0	1
187	186	1	0.756521805473	0.756521805473	1.30271347127744e-10	3.5038	0	0	1
187	188	1	0.6260869814002	0.6260869814002	1.30271347127744e-10	3.5038	0	0	1
188	187	1	0.6260869814002	0.6260869814002	1.30271347127744e-10	3.5038	0	0	1
188	189	1	1.4869565549104	1.4869565549104	5.1583952503305597e-14	4.4683	0	0	1
188	190	1	0.88695658808169	0.88695658808169	1.30271347127745e-10	3.5038	0	0	1
188	220	1	1.4347826086957	1.4347826086957	5.1583952503303596e-14	4.4683	0	0	1
189	15	1	0.24000000953674	0.24000000953674	0.0	0.0	0	0	1
189	172	1	1.6695652837339	1.6695652837339	5.1583952503304095e-14	4.4683	0	0	1
189	188	1	1.4869565549104	1.4869565549104	5.1583952503305597e-14	4.4683	0	0	1
190	19	1	1.8800000508626	1.8800000508626	0.0	0.0	0	0	1
190	188	1	0.88695658808169	0.88695658808169	1.30271347127745e-10	3.5038	0	0	1
190	191	1	0.93913045136825	0.93913045136825	1.30271347127746e-10	3.5038	0	0	1
191	14	1	2.2800000508626	2.2800000508626	0.0	0.0	0	0	1
191	190	1	0.93913045136825	0.93913045136825	1.30271347127746e-10	3.5038	0	0	1
191	192	1	0.78260869565217	0.78260869565217	1.30271347127751e-10	3.5038	0	0	1
192	191	1	0.78260869565217	0.78260869565217	1.30271347127751e-10	3.5038	0	0	1
192	193	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
192	194	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
193	192	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
193	194	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
193	224	1	0.75925927103302	0.75925927103302	1.69429949454599e-15	4.9432	0	0	1
194	192	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
194	193	1	0.010000000397364	0.010000000397364	0.0	0.0	0	0	1
194	195	1	0.60000000829282	0.60000000829282	1.1484180382841899e-11	3.5038	0	0	1
195	16	1	1.8800000508626	1.8800000508626	0.0	0.0	0	0	1
