init_node	term_node	capacity	length	free_flow_time	b	power	speed	toll	link_type
32	287	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
32	347	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
32	355	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
32	356	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
33	255	1	1.0833333333333	1.0833333333333	0.0	0.0	0	0	9
33	858	1	1.0833333333333	1.0833333333333	0.0	0.0	0	0	9
33	961	1	1.0833333333333	1.0833333333333	0.0	0.0	0	0	9
33	963	1	1.0833333333333	1.0833333333333	0.0	0.0	0	0	9
34	870	1	0.91666666666667	0.91666666666667	0.0	0.0	0	0	9
34	962	1	0.91666666666667	0.91666666666667	0.0	0.0	0	0	9
34	964	1	0.91666666666667	0.91666666666667	0.0	0.0	0	0	9
34	967	1	0.91666666666667	0.91666666666667	0.0	0.0	0	0	9
35	758	1	0.75	0.75	0.0	0.0	0	0	9
35	760	1	0.75	0.75	0.0	0.0	0	0	9
35	869	1	0.75	0.75	0.0	0.0	0	0	9
35	966	1	0.75	0.75	0.0	0.0	0	0	9
36	763	1	0.61666666666667	0.61666666666667	0.0	0.0	0	0	9
36	764	1	0.61666666666667	0.61666666666667	0.0	0.0	0	0	9
36	767	1	0.61666666666667	0.61666666666667	0.0	0.0	0	0	9
36	788	1	0.61666666666667	0.61666666666667	0.0	0.0	0	0	9
36	796	1	0.61666666666667	0.61666666666667	0.0	0.0	0	0	9
37	349	1	0.7	0.7	0.0	0.0	0	0	9
37	393	1	0.7	0.7	0.0	0.0	0	0	9
37	458	1	0.7	0.7	0.0	0.0	0	0	9
37	459	1	0.7	0.7	0.0	0.0	0	0	9
37	803	1	0.7	0.7	0.0	0.0	0	0	9
38	255	1	0.78333333333333	0.78333333333333	0.0	0.0	0	0	9
38	262	1	0.78333333333333	0.78333333333333	0.0	0.0	0	0	9
38	267	1	0.78333333333333	0.78333333333333	0.0	0.0	0	0	9
39	254	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
39	873	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
39	880	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
39	881	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
40	633	1	1.0833333333333	1.0833333333333	0.0	0.0	0	0	9
40	883	1	1.0833333333333	1.0833333333333	0.0	0.0	0	0	9
41	761	1	0.91666666666667	0.91666666666667	0.0	0.0	0	0	9
41	866	1	0.91666666666667	0.91666666666667	0.0	0.0	0	0	9
41	875	1	0.91666666666667	0.91666666666667	0.0	0.0	0	0	9
41	885	1	0.91666666666667	0.91666666666667	0.0	0.0	0	0	9
42	666	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
42	676	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
42	679	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
42	687	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
43	668	1	0.58333333333333	0.58333333333333	0.0	0.0	0	0	9
43	688	1	0.58333333333333	0.58333333333333	0.0	0.0	0	0	9
43	689	1	0.58333333333333	0.58333333333333	0.0	0.0	0	0	9
43	696	1	0.58333333333333	0.58333333333333	0.0	0.0	0	0	9
43	722	1	0.58333333333333	0.58333333333333	0.0	0.0	0	0	9
44	450	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
44	455	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
44	473	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
44	503	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
45	522	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
45	530	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
45	551	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
45	555	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
46	262	1	1.0833333333333	1.0833333333333	0.0	0.0	0	0	9
46	263	1	1.0833333333333	1.0833333333333	0.0	0.0	0	0	9
47	264	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
47	887	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
48	261	1	0.75	0.75	0.0	0.0	0	0	9
48	890	1	0.75	0.75	0.0	0.0	0	0	9
49	625	1	0.75	0.75	0.0	0.0	0	0	9
49	646	1	0.75	0.75	0.0	0.0	0	0	9
50	623	1	0.5	0.5	0.0	0.0	0	0	9
50	652	1	0.5	0.5	0.0	0.0	0	0	9
50	700	1	0.5	0.5	0.0	0.0	0	0	9
51	655	1	0.58333333333333	0.58333333333333	0.0	0.0	0	0	9
51	702	1	0.58333333333333	0.58333333333333	0.0	0.0	0	0	9
51	706	1	0.58333333333333	0.58333333333333	0.0	0.0	0	0	9
51	710	1	0.58333333333333	0.58333333333333	0.0	0.0	0	0	9
52	640	1	0.53333333333333	0.53333333333333	0.0	0.0	0	0	9
52	659	1	0.53333333333333	0.53333333333333	0.0	0.0	0	0	9
52	699	1	0.53333333333333	0.53333333333333	0.0	0.0	0	0	9
52	714	1	0.53333333333333	0.53333333333333	0.0	0.0	0	0	9
53	525	1	0.5	0.5	0.0	0.0	0	0	9
53	585	1	0.5	0.5	0.0	0.0	0	0	9
53	664	1	0.5	0.5	0.0	0.0	0	0	9
54	979	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
55	251	1	0.63333333333333	0.63333333333333	0.0	0.0	0	0	9
55	891	1	0.63333333333333	0.63333333333333	0.0	0.0	0	0	9
55	979	1	0.63333333333333	0.63333333333333	0.0	0.0	0	0	9
56	889	1	0.5	0.5	0.0	0.0	0	0	9
57	889	1	0.53333333333333	0.53333333333333	0.0	0.0	0	0	9
57	992	1	0.53333333333333	0.53333333333333	0.0	0.0	0	0	9
57	1003	1	0.53333333333333	0.53333333333333	0.0	0.0	0	0	9
58	627	1	0.53333333333333	0.53333333333333	0.0	0.0	0	0	9
58	888	1	0.53333333333333	0.53333333333333	0.0	0.0	0	0	9
59	889	1	0.5	0.5	0.0	0.0	0	0	9
59	986	1	0.5	0.5	0.0	0.0	0	0	9
60	893	1	0.41666666666667	0.41666666666667	0.0	0.0	0	0	9
60	896	1	0.41666666666667	0.41666666666667	0.0	0.0	0	0	9
60	900	1	0.41666666666667	0.41666666666667	0.0	0.0	0	0	9
61	624	1	0.58333333333333	0.58333333333333	0.0	0.0	0	0	9
61	630	1	0.58333333333333	0.58333333333333	0.0	0.0	0	0	9
61	642	1	0.58333333333333	0.58333333333333	0.0	0.0	0	0	9
62	629	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
62	637	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
62	653	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
63	902	1	0.53333333333333	0.53333333333333	0.0	0.0	0	0	9
63	908	1	0.53333333333333	0.53333333333333	0.0	0.0	0	0	9
63	947	1	0.53333333333333	0.53333333333333	0.0	0.0	0	0	9
64	632	1	0.75	0.75	0.0	0.0	0	0	9
64	923	1	0.75	0.75	0.0	0.0	0	0	9
64	925	1	0.75	0.75	0.0	0.0	0	0	9
65	921	1	0.86666666666667	0.86666666666667	0.0	0.0	0	0	9
65	926	1	0.86666666666667	0.86666666666667	0.0	0.0	0	0	9
65	936	1	0.86666666666667	0.86666666666667	0.0	0.0	0	0	9
66	998	1	0.58333333333333	0.58333333333333	0.0	0.0	0	0	9
67	994	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
67	995	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
67	996	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
68	986	1	0.95	0.95	0.0	0.0	0	0	9
68	1002	1	0.95	0.95	0.0	0.0	0	0	9
68	1003	1	0.95	0.95	0.0	0.0	0	0	9
69	982	1	0.58333333333333	0.58333333333333	0.0	0.0	0	0	9
69	985	1	0.58333333333333	0.58333333333333	0.0	0.0	0	0	9
70	904	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
70	959	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
70	960	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
70	983	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
71	949	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
71	958	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
71	985	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
72	951	1	0.91666666666667	0.91666666666667	0.0	0.0	0	0	9
72	957	1	0.91666666666667	0.91666666666667	0.0	0.0	0	0	9
73	928	1	0.58333333333333	0.58333333333333	0.0	0.0	0	0	9
73	940	1	0.58333333333333	0.58333333333333	0.0	0.0	0	0	9
74	313	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
74	322	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
74	842	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
74	321	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
74	1020	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
75	848	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
75	849	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
76	304	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
76	849	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
76	322	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
77	849	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
77	322	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
78	848	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
78	839	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
79	304	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
79	313	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
80	304	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
80	313	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
81	848	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
81	322	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
81	247	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
82	848	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
82	247	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
82	322	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
83	848	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
83	247	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
83	322	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
84	313	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
85	304	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
85	849	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
85	322	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
85	313	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
86	849	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
86	322	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
86	313	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
87	322	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
87	849	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
88	322	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
88	313	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
89	313	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
90	304	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
90	322	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
90	321	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
90	313	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
91	1010	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
91	954	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
91	1005	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
92	1006	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
92	1005	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
93	1006	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
93	1005	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
94	263	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
94	999	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
95	988	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
96	1005	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
96	1006	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
97	999	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
98	1009	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
99	1006	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
99	1005	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
100	1006	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
100	1007	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
101	263	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
102	1009	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
103	849	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
104	849	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
105	313	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
106	849	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
107	849	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
107	313	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
108	849	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
109	849	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
110	999	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
201	456	1	1.0	1.0	4.3030382452449004e-17	4.603	0	0	1
202	204	1	0.18666666666667	0.18666666666667	1.9509997704437903e-18	4.446	0	0	1
203	456	1	0.18666666666667	0.18666666666667	1.9509997704437903e-18	4.446	0	0	1
204	203	1	0.17333333333333	0.17333333333333	1.95099977044388e-18	4.446	0	0	1
205	206	1	0.26666666666667	0.26666666666667	1.9509997704438103e-18	4.446	0	0	1
205	214	1	0.42857142857143	0.42857142857143	1.08730605986898e-18	4.924	0	0	1
205	215	1	0.51428571428571	0.51428571428571	3.26239627485511e-18	4.924	0	0	1
205	10	1	0.41666666666667	0.41666666666667	0.0	0.0	0	0	9
206	213	1	0.2	0.2	1.95099977044385e-18	4.446	0	0	1
206	10	1	0.41666666666667	0.41666666666667	0.0	0.0	0	0	9
206	11	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
206	486	1	0.26666666666667	0.26666666666667	1.9509997704438103e-18	4.446	0	0	1
207	201	1	0.78	0.78	1.04572207534265e-15	4.603	0	0	1
207	209	1	0.24	0.24	3.2623962748550003e-18	4.924	0	0	1
207	215	1	0.41142857142857	0.41142857142857	3.2623962748550503e-18	4.924	0	0	1
207	11	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
208	209	1	1.0628571428571	1.0628571428571	3.26239627485516e-18	4.924	0	0	1
208	211	1	0.96	0.96	1.95099977044385e-18	4.446	0	0	1
208	273	1	0.22666666666667	0.22666666666667	1.9509997704437802e-18	4.446	0	0	1
208	277	1	0.68571428571429	0.68571428571429	3.58162497562477e-20	4.924	0	0	1
208	13	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
209	207	1	0.24	0.24	3.2623962748550003e-18	4.924	0	0	1
209	208	1	1.0628571428571	1.0628571428571	3.26239627485516e-18	4.924	0	0	1
210	211	1	0.57333333333333	0.57333333333333	4.2524241805901405e-17	4.446	0	0	1
210	212	1	0.56	0.56	3.7440314335119596e-16	4.603	0	0	1
210	12	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
210	469	1	0.66666666666667	0.66666666666667	4.2524241805901805e-17	4.446	0	0	1
211	208	1	0.96	0.96	1.95099977044385e-18	4.446	0	0	1
211	210	1	0.57333333333333	0.57333333333333	4.2524241805901405e-17	4.446	0	0	1
211	233	1	0.48	0.48	1.5406302333745402e-17	4.603	0	0	1
211	237	1	0.29142857142857	0.29142857142857	3.58162497562472e-20	4.924	0	0	1
211	13	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
212	209	1	0.56	0.56	3.7440314335119596e-16	4.603	0	0	1
213	214	1	0.2	0.2	7.2342797753060005e-19	4.446	0	0	1
213	454	1	0.32	0.32	7.23427977530594e-19	4.446	0	0	1
214	205	1	0.42857142857143	0.42857142857143	1.08730605986898e-18	4.924	0	0	1
214	10	1	0.41666666666667	0.41666666666667	0.0	0.0	0	0	9
214	468	1	0.29333333333333	0.29333333333333	7.234279775305991e-19	4.446	0	0	1
214	475	1	0.32571428571429	0.32571428571429	1.82667671177475e-18	4.924	0	0	1
215	205	1	0.51428571428571	0.51428571428571	3.26239627485511e-18	4.924	0	0	1
215	207	1	0.41142857142857	0.41142857142857	3.2623962748550503e-18	4.924	0	0	1
216	217	1	0.17142857142857	0.17142857142857	1.087306059869e-18	4.924	0	0	1
216	221	1	0.28	0.28	3.74403143351179e-16	4.603	0	0	1
216	224	1	0.53142857142857	0.53142857142857	1.08730605986898e-18	4.924	0	0	1
217	216	1	0.17142857142857	0.17142857142857	1.087306059869e-18	4.924	0	0	1
217	220	1	0.15428571428571	0.15428571428571	1.087306059869e-18	4.924	0	0	1
217	222	1	0.12	0.12	1.087306059869e-18	4.924	0	0	1
217	223	1	0.18857142857143	0.18857142857143	3.30083265521559e-17	4.924	0	0	1
217	12	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
218	210	1	0.42	0.42	3.9310564536700005e-15	4.603	0	0	1
219	222	1	0.26666666666667	0.26666666666667	4.252424180590071e-17	4.446	0	0	1
219	223	1	0.18857142857143	0.18857142857143	1.47665298925984e-19	4.924	0	0	1
220	221	1	0.17142857142857	0.17142857142857	1.47665298925983e-19	4.924	0	0	1
221	218	1	0.4	0.4	3.9310564536700005e-15	4.603	0	0	1
221	230	1	0.6	0.6	1.47665298925983e-19	4.924	0	0	1
222	217	1	0.12	0.12	1.087306059869e-18	4.924	0	0	1
222	225	1	0.15428571428571	0.15428571428571	1.087306059869e-18	4.924	0	0	1
222	12	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
223	217	1	0.18857142857143	0.18857142857143	3.30083265521559e-17	4.924	0	0	1
223	220	1	0.22285714285714	0.22285714285714	1.4766529892598701e-19	4.924	0	0	1
224	216	1	0.53142857142857	0.53142857142857	1.08730605986898e-18	4.924	0	0	1
224	228	1	2.3485714285714	2.3485714285714	1.08730605986901e-18	4.924	0	0	1
224	230	1	0.25714285714286	0.25714285714286	3.58162497562477e-20	4.924	0	0	1
224	13	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9
225	222	1	0.15428571428571	0.15428571428571	1.087306059869e-18	4.924	0	0	1
225	228	1	0.61714285714286	0.61714285714286	1.47665298925982e-19	4.924	0	0	1
225	234	1	0.36	0.36	4.2524241805902804e-17	4.446	0	0	1
226	235	1	0.34285714285714	0.34285714285714	9.23550966582483e-20	4.924	0	0	1
226	238	1	0.72	0.72	4.2524241805901405e-17	4.446	0	0	1
226	539	1	0.53333333333333	0.53333333333333	4.252424180590151e-17	4.446	0	0	1
227	229	1	1.2	1.2	3.7440314335119197e-16	4.603	0	0	1
227	236	1	0.30857142857143	0.30857142857143	1.08730605986897e-18	4.924	0	0	1
227	603	1	0.72	0.72	1.39971873643139e-18	4.924	0	0	1
228	225	1	0.61714285714286	0.61714285714286	1.47665298925982e-19	4.924	0	0	1
228	227	1	0.51428571428571	0.51428571428571	1.1937000327613799e-20	4.924	0	0	1
228	235	1	0.34285714285714	0.34285714285714	9.23550966582483e-20	4.924	0	0	1
228	15	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9
229	227	1	1.2	1.2	3.7440314335119197e-16	4.603	0	0	1
229	232	1	1.4266666666667	1.4266666666667	4.2524241805900603e-17	4.446	0	0	1
229	597	1	0.93333333333333	0.93333333333333	4.2524241805901904e-17	4.446	0	0	1
230	224	1	0.25714285714286	0.25714285714286	3.58162497562477e-20	4.924	0	0	1
230	231	1	0.27428571428571	0.27428571428571	1.47665298925986e-19	4.924	0	0	1
231	230	1	0.27428571428571	0.27428571428571	1.47665298925986e-19	4.924	0	0	1
231	237	1	0.15428571428571	0.15428571428571	1.47665298925988e-19	4.924	0	0	1
232	229	1	1.4266666666667	1.4266666666667	4.2524241805900603e-17	4.446	0	0	1
232	231	1	0.32571428571429	0.32571428571429	1.47665298925981e-19	4.924	0	0	1
232	233	1	0.12	0.12	4.25242418059017e-17	4.446	0	0	1
233	211	1	0.48	0.48	1.5406302333745402e-17	4.603	0	0	1
233	232	1	0.12	0.12	4.25242418059017e-17	4.446	0	0	1
233	243	1	0.42857142857143	0.42857142857143	1.47665298925984e-19	4.924	0	0	1
234	533	1	0.22666666666667	0.22666666666667	4.25242418059008e-17	4.446	0	0	1
235	226	1	0.34285714285714	0.34285714285714	9.23550966582483e-20	4.924	0	0	1
235	228	1	0.34285714285714	0.34285714285714	9.23550966582483e-20	4.924	0	0	1
235	236	1	0.24	0.24	1.087306059869e-18	4.924	0	0	1
236	226	1	0.22285714285714	0.22285714285714	1.4766529892598701e-19	4.924	0	0	1
236	227	1	0.30857142857143	0.30857142857143	1.08730605986897e-18	4.924	0	0	1
236	602	1	0.68571428571429	0.68571428571429	1.08730605986898e-18	4.924	0	0	1
237	211	1	0.29142857142857	0.29142857142857	3.58162497562472e-20	4.924	0	0	1
237	231	1	0.15428571428571	0.15428571428571	1.47665298925988e-19	4.924	0	0	1
237	233	1	0.25714285714286	0.25714285714286	1.4766529892598e-19	4.924	0	0	1
